,Unnamed: 0,User,Project,Task_cat,Task_Description,Start date,Start time,End date,End time,Duration
12963,12963,UI36,WeVape,Development,server down cache issue,2018-11-26,23:42:57,2018-11-27,02:12:35,02:29:38
12964,12964,UI07,PilotAxis,Development,BugFix: Redis Inconsistent priXXXty queue consumption,2018-11-27,07:00:41,2018-11-27,12:50:29,05:49:48
12965,12965,UI16,TeachZip,Development,Removed native form validation for ssn. Showing correclty the add file button. Fix for error on summary question text.,2018-11-27,08:00:00,2018-11-27,16:00:00,08:00:00
12966,12966,UI29,Credious,QA,XXX Sanity Testing on Production 11/23/18 Code Freeze | 11/27/18 Release,2018-11-27,08:32:19,2018-11-27,09:37:54,01:05:35
12967,12967,UI35,Finizon,Development,Setup a Redis instance,2018-11-27,09:03:48,2018-11-27,13:08:57,04:05:09
12968,12968,UI15,Credious,Development,Equifax code discussion,2018-11-27,09:31:03,2018-11-27,09:51:13,00:20:10
12969,12969,UI13,Credious,Development,Working on co-program fetch endpoint and index,2018-11-27,09:50:16,2018-11-27,14:16:28,04:26:12
12970,12970,UI30,TeachZip,Development,Fix and review issues,2018-11-27,09:57:13,2018-11-27,13:17:37,03:20:24
12971,12971,UI15,TeachZip,Development,"Code review, feature testing and stg deployment",2018-11-27,10:02:03,2018-11-27,16:28:05,06:26:02
12972,12972,UI29,Credious,QA,XXX Sanity Testing on Production 11/23/18 Code Freeze | 11/27/18 Release,2018-11-27,10:06:01,2018-11-27,10:32:44,00:26:43
12973,12973,UI27,AgeSolvency,Development,"working on ""XXX: Implement PrivateRoute only accessible for signed in users,""",2018-11-27,10:06:33,2018-11-27,16:04:21,05:57:48
12974,12974,UI08,FinFunnel,DevOps,Deploy FE + Redis for XXX,2018-11-27,10:30:09,2018-11-27,12:34:09,02:04:00
12975,12975,UI29,Credious,QA,Working on XXX Experience frontend automation,2018-11-27,10:41:02,2018-11-27,10:50:37,00:09:35
12976,12976,UI29,Credious,QA,XXX Sanity Testing on Production 11/23/18 Code Freeze | 11/27/18 Release,2018-11-27,10:50:41,2018-11-27,11:44:41,00:54:00
12977,12977,UI45,Finizon,Development, ,2018-11-27,11:31:28,2018-11-27,11:59:28,00:28:00
12978,12978,UI29,Credious,QA,Working on XXX Experience frontend automation,2018-11-27,11:46:28,2018-11-27,12:55:13,01:08:45
12979,12979,UI36,Credious,Development,discussion with XXX on redis implementation,2018-11-27,11:57:23,2018-11-27,12:48:23,00:51:00
12980,12980,UI32,AgeSolvency,Development,Logging improvements - adding sequelize query logs,2018-11-27,11:57:37,2018-11-27,15:24:17,03:26:40
12981,12981,UI07,PilotAxis,Development,BugFix: Redis Inconsistent priXXXty queue consumption,2018-11-27,13:45:37,2018-11-27,15:04:27,01:18:50
12982,12982,UI29,Credious,QA,Working on XXX Experience frontend automation,2018-11-27,13:55:44,2018-11-27,15:19:50,01:24:06
12983,12983,UI21,Finizon,Development,[Chips as Google] - Fix Emili's rejects and bugs,2018-11-27,14:00:20,2018-11-27,17:00:20,03:00:00
12984,12984,UI20,TeachZip,Development,Daily Standup: sprint progress,2018-11-27,14:02:00,2018-11-27,14:15:00,00:13:00
12985,12985,UI35,Finizon,Development,Setup a Redis instance,2018-11-27,14:11:59,2018-11-27,19:33:24,05:21:25
12986,12986,UI14,Credious,Development,Testing co-program flow,2018-11-27,14:39:12,2018-11-27,17:53:30,03:14:18
12987,12987,UI13,Credious,Development,adding credit report to co-program debt responses,2018-11-27,14:53:12,2018-11-27,18:35:15,03:42:03
12988,12988,UI07,PilotAxis,Development,Onboarding Meeting: XXX,2018-11-27,15:31:45,2018-11-27,16:12:49,00:41:04
12989,12989,UI29,Credious,QA,Working on XXX Experience frontend automation,2018-11-27,15:58:18,2018-11-27,16:30:59,00:32:41
12990,12990,UI30,TeachZip,Development,Call w/ XXX,2018-11-27,16:11:28,2018-11-27,17:25:10,01:13:42
12991,12991,UI20,TeachZip,Development,Review mapping spreadsheet and code -- migration script,2018-11-27,16:30:00,2018-11-27,20:33:00,04:03:00
12992,12992,UI29,Credious,QA,Working on the backend automation for co-program apis,2018-11-27,16:31:49,2018-11-27,16:58:11,00:26:22
12993,12993,UI36,WeVape,Development,deployment to production and testing,2018-11-27,16:42:47,2018-11-27,18:15:47,01:33:00
12994,12994,UI29,Credious,QA,Working on front XXX Experience frontend automation for XXX login and find out Prospect,2018-11-27,16:59:19,2018-11-27,18:20:32,01:21:13
12995,12995,UI08,AgeSolvency,DevOps,Client portal - BE,2018-11-27,17:00:48,2018-11-27,17:55:48,00:55:00
12996,12996,UI21,Finizon,Development,[Chips as Google] - Fix Emili's rejects and bugs,2018-11-27,17:30:20,2018-11-27,20:00:20,02:30:00
12997,12997,UI26,Credious,Development,[Co-programs -> Create][Backend] XXX is able to pass blank value for main_applicant_id and co_applicant_id,2018-11-27,17:57:01,2018-11-27,22:13:08,04:16:07
12998,12998,UI08,TeachZip,DevOps,Create an EC2 instance to host an ElasticSearch instance,2018-11-27,18:00:31,2018-11-27,18:47:37,00:47:06
12999,12999,UI45,Finizon,Development,Upgrade filters to look and work like Google Flights chips,2018-11-27,18:45:58,2018-11-27,19:40:56,00:54:58
13000,13000,UI05,TeachZip,Development,No Headlees mode Environment,2018-11-27,19:00:00,2018-11-27,22:00:00,03:00:00
13001,13001,UI32,AgeSolvency,Development,Private routes using a JWT token,2018-11-27,19:10:37,2018-11-27,22:04:59,02:54:22
13002,13002,UI24,AgeSolvency,Design,Workig con continue with some adjustments and animations that we are going to use on the XXX portal platform,2018-11-27,19:12:44,2018-11-27,23:43:44,04:31:00
13003,13003,UI45,Finizon,Development,Deploy XXX to Prod - New Scorecard discussion with Claude,2018-11-27,19:40:57,2018-11-27,19:59:28,00:18:31
13004,13004,UI45,FinFunnel,Development,XXX changes - call with Brian and XXX from ADR,2018-11-27,19:59:29,2018-11-27,20:53:36,00:54:07
13005,13005,UI36,Credious,Development,Start a lambda project - dummy mode,2018-11-27,20:02:49,2018-11-28,00:04:49,04:02:00
13006,13006,UI30,TeachZip,Development,Fix and review issues,2018-11-27,20:41:38,2018-11-27,23:40:55,02:59:17
13007,13007,UI14,Credious,Development,Adding fetch debts from co-program endpoint on co-program flow,2018-11-27,21:03:48,2018-11-28,00:04:00,03:00:12
13008,13008,UI08,TeachZip,DevOps,Fafsa production deploy,2018-11-27,22:00:28,2018-11-27,22:21:49,00:21:21
13009,13009,UI26,Credious,Development,As an agent I should be able to add add-ons in the admin panel,2018-11-27,22:14:52,2018-11-27,23:07:46,00:52:54
13010,13010,UI35,FinFunnel,Development,Deploy XXX Server,2018-11-27,22:42:12,2018-11-28,00:02:47,01:20:35
13011,13011,UI32,AgeSolvency,Development,"Researching sequelize archive capabilities, code review - backend tests",2018-11-28,00:16:00,2018-11-28,01:35:00,01:19:00
13012,13012,UI16,TeachZip,Development,Removed prefix from file names. Added required validation to financial inputs and changed the type to number.,2018-11-28,08:00:00,2018-11-28,16:00:00,08:00:00
13013,13013,UI29,Credious,QA,XXX Sanity Testing on Production 11/23/18 Code Freeze | 11/27/18 Release,2018-11-28,08:27:12,2018-11-28,10:05:49,01:38:37
13014,13014,UI07,PilotAxis,Development,Onboarding Meeting: XXX,2018-11-28,08:33:27,2018-11-28,09:53:10,01:19:43
13015,13015,UI27,AgeSolvency,Development,"working on ""XXX: Implement PrivateRoute only accessible for signed in users, start to work on logout functionality,",2018-11-28,08:54:00,2018-11-28,17:45:00,08:51:00
13016,13016,UI36,Credious,Development,Reporting,2018-11-28,09:11:15,2018-11-28,13:58:16,04:47:01
13017,13017,UI35,FinFunnel,Development,Deploy XXX Server,2018-11-28,09:43:33,2018-11-28,11:33:35,01:50:02
13018,13018,UI45,Finizon,Development,Deploy XXX to Prod - New Scorecard,2018-11-28,09:50:50,2018-11-28,10:47:29,00:56:39
13019,13019,UI29,Credious,QA,XXX Sanity Testing on Production 11/23/18 Code Freeze | 11/27/18 Release,2018-11-28,10:35:47,2018-11-28,10:37:46,00:01:59
13020,13020,UI32,AgeSolvency,Development,"Code review - backend tests, JWT authentication service on the logic repo, Building document for redshift ETL calculations",2018-11-28,10:48:00,2018-11-28,14:31:44,03:43:44
13021,13021,UI29,Credious,QA,Working on front XXX Experience frontend automation for XXX login and find out Prospect,2018-11-28,10:49:22,2018-11-28,11:52:21,01:02:59
13022,13022,UI13,Credious,Development,"Working on debugging issue with lead not created in Sf production, meeting with xK and XXX to discuss prospects creation on SF",2018-11-28,11:10:20,2018-11-28,12:58:08,01:47:48
13023,13023,UI35,FinFunnel,Development,Deploy XXX Server,2018-11-28,11:35:36,2018-11-28,11:36:52,00:01:16
13024,13024,UI29,TeachZip,QA,Updating XXX automation for recent changes,2018-11-28,11:52:41,2018-11-28,13:22:00,01:29:19
13025,13025,UI30,TeachZip,Development,Fix and review issues,2018-11-28,12:03:43,2018-11-28,12:46:24,00:42:41
13026,13026,UI45,Finizon,Development,"Spec the payload received by the Router, IAM group permissions",2018-11-28,12:20:45,2018-11-28,14:21:54,02:01:09
13027,13027,UI13,FinFunnel,Development,"Review creditors cleanup with XXX. and XXX, meeting with XXX to discuss XXX missing reqs, working on getting XXX leads listener",2018-11-28,13:30:21,2018-11-28,20:33:31,07:03:10
13028,13028,UI15,TeachZip,Development,School recomendation feature analysis and estimation,2018-11-28,14:00:00,2018-11-28,18:02:48,04:02:48
13029,13029,UI35,FinFunnel,Development,Deploy XXX Server,2018-11-28,14:01:08,2018-11-28,18:16:03,04:14:55
13030,13030,UI20,TeachZip,Development,Daily Standup: sprint progress,2018-11-28,14:03:00,2018-11-28,14:16:00,00:13:00
13031,13031,UI29,TeachZip,QA,Updating XXX automation for recent changes,2018-11-28,14:19:23,2018-11-28,15:03:47,00:44:24
13032,13032,UI05,TeachZip,Development,Remove second login,2018-11-28,15:00:00,2018-11-28,22:00:00,07:00:00
13033,13033,UI20,AgeSolvency,Development,XXX Weekly Standup: XXX & XXX,2018-11-28,15:00:00,2018-11-28,15:08:00,00:08:00
13034,13034,UI29,Credious,QA,Working on front XXX Experience frontend automation for XXX login and find out Prospect,2018-11-28,15:05:00,2018-11-28,17:06:35,02:01:35
13035,13035,UI20,AgeSolvency,Development,Fix test pull request,2018-11-28,16:00:00,2018-11-28,18:40:00,02:40:00
13036,13036,UI29,Credious,QA,Working on front XXX Experience frontend automation for XXX login and find out Prospect,2018-11-28,17:17:00,2018-11-28,18:19:24,01:02:24
13037,13037,UI14,Credious,Development,Adding fetch debts from co-program endpoint on co-program flow,2018-11-28,17:21:53,2018-11-28,20:37:20,03:15:27
13038,13038,UI45,FinFunnel,Development,"Lambda redshift, XXX Payload fields",2018-11-28,17:32:19,2018-11-28,18:24:22,00:52:03
13039,13039,UI36,Credious,Development,Reporting,2018-11-28,17:42:52,2018-11-28,18:45:02,01:02:10
13040,13040,UI32,AgeSolvency,Development,"JWT authentication service on the logic repo, Building document for redshift ETL calculations, weekly XXX daily",2018-11-28,18:09:00,2018-11-28,22:16:02,04:07:02
13041,13041,UI15,TeachZip,Development,Code review and testing,2018-11-28,18:29:00,2018-11-28,20:41:00,02:12:00
13042,13042,UI36,WeVape,Development,properties and price issue,2018-11-28,18:45:06,2018-11-28,19:30:17,00:45:11
13043,13043,UI20,AgeSolvency,Development,"Use boom for errors, create error handler middleware",2018-11-28,19:20:00,2018-11-28,21:25:00,02:05:00
13044,13044,UI36,Credious,Development,Reporting,2018-11-28,19:40:08,2018-11-28,22:17:08,02:37:00
13045,13045,UI45,Finizon,Development,SQS listener for adding a new lead to the system,2018-11-28,20:38:00,2018-11-28,22:58:39,02:20:39
13046,13046,UI30,TeachZip,Development,Standup,2018-11-28,20:57:11,2018-11-28,21:14:47,00:17:36
13047,13047,UI08,TeachZip,DevOps,Create an EC2 instance to host an ElasticSearch instance,2018-11-28,21:00:15,2018-11-28,22:30:15,01:30:00
13048,13048,UI30,TeachZip,Development,Fix and review issues,2018-11-28,21:14:47,2018-11-28,21:54:14,00:39:27
13049,13049,UI10,TeachZip,Development,(6) [Languages] Add a url suffix to open the Login page in Spanish,2018-11-28,21:47:06,2018-11-28,22:36:50,00:49:44
13050,13050,UI26,Credious,Development,As an agent I should be able to add add-ons in the admin panel,2018-11-28,22:19:32,2018-11-29,00:49:56,02:30:24
13051,13051,UI08,FinFunnel,DevOps,XXX project redshift connection issue,2018-11-28,22:30:00,2018-11-28,23:40:00,01:10:00
13052,13052,UI13,FinFunnel,Development,"Adding wisconsin to eligible states and deploy it as a hotfix to prod, wrapping up XXX listener, Fixing verify creditors for co-progams",2018-11-28,22:48:47,2018-11-29,01:22:30,02:33:43
13053,13053,UI36,WeVape,Development,Online orders not working testing and discussion with XXX,2018-11-28,22:59:37,2018-11-28,23:41:10,00:41:33
13054,13054,UI14,Credious,Development,Adding fetch debts from co-program endpoint on co-program flow,2018-11-28,23:48:48,2018-11-29,01:33:16,01:44:28
13055,13055,UI45,FinFunnel,Development,XXX process - with Brian,2018-11-28,23:53:33,2018-11-29,00:45:51,00:52:18
13056,13056,UI17,Revenify,Development,Add fixes to leadership page,2018-11-28,23:56:55,2018-11-29,00:27:17,00:30:22
13057,13057,UI32,AgeSolvency,Development,Research - JWT refresh tokens,2018-11-29,00:15:00,2018-11-29,02:43:00,02:28:00
13058,13058,UI14,Credious,Development,Adding prospectUUID or coprogramUUID when updating a debt,2018-11-29,01:35:38,2018-11-29,02:30:57,00:55:19
13059,13059,UI32,AgeSolvency,Development,Express error handling with Boom,2018-11-29,02:43:00,2018-11-29,03:29:00,00:46:00
13060,13060,UI15,Credious,Development,"Sprint planning, bug triage, bug testing, leadership meeting",2018-11-29,08:00:00,2018-11-29,16:38:29,08:38:29
13061,13061,UI16,TeachZip,Development,Loading language from lead on degree page (front end). Adding language field to the DB and added the field to lead model (backend). Added ability to set language from query param on login page (frontend),2018-11-29,08:00:00,2018-11-29,16:00:00,08:00:00
13062,13062,UI05,TeachZip,Development,Remove second login,2018-11-29,08:00:44,2018-11-29,11:00:44,03:00:00
13063,13063,UI29,Credious,QA,XXX Sanity Testing on Production 11/23/18 Code Freeze | 11/27/18 Release,2018-11-29,08:42:03,2018-11-29,08:51:12,00:09:09
13064,13064,UI27,AgeSolvency,Development,"working on ""XXX: Add logout functionality, Add /fetch-client endpoint and catch error 401 (unauthXXXzed) to remove the token and logout the user""",2018-11-29,08:49:00,2018-11-29,18:29:00,09:40:00
13065,13065,UI13,Credious,Development,"Wrapping up verify creditors for co-programs, leadership meeting, meeting with the BE team to discuss about servers secxty, meeting with XXX to discuss FE integration, meeting with  business to go over new creditor flow on SF after the creditors cleanup",2018-11-29,09:30:07,2018-11-29,13:57:12,04:27:05
13066,13066,UI08,FinFunnel,DevOps,XXX sync,2018-11-29,09:30:23,2018-11-29,10:22:52,00:52:29
13067,13067,UI45,Finizon,Development,Joken Standup,2018-11-29,09:31:33,2018-11-29,10:20:34,00:49:01
13068,13068,UI45,Finizon,Development,500 in XXX - funded_dt for /scorecard,2018-11-29,10:20:35,2018-11-29,10:41:34,00:20:59
13069,13069,UI36,Credious,Development,Reporting,2018-11-29,10:21:48,2018-11-29,13:43:48,03:22:00
13070,13070,UI29,Credious,QA,Working on front XXX Experience frontend automation for XXX login and find out Prospect,2018-11-29,10:22:46,2018-11-29,10:38:01,00:15:15
13071,13071,UI14,Credious,Development,Verifying co-program debts,2018-11-29,10:31:56,2018-11-29,13:01:18,02:29:22
13072,13072,UI08,Credious,DevOps,DevOps Weekly,2018-11-29,10:40:52,2018-11-29,11:06:52,00:26:00
13073,13073,UI45,Credious,DevOps,Standup,2018-11-29,10:41:35,2018-11-29,11:07:00,00:25:25
13074,13074,UI29,Credious,QA,Working on front XXX Experience frontend automation for XXX login and find out Prospect,2018-11-29,10:45:24,2018-11-29,13:27:48,02:42:24
13075,13075,UI05,TeachZip,Development,Production support,2018-11-29,11:00:00,2018-11-29,12:00:00,01:00:00
13076,13076,UI14,Credious,Development,Adding prospectUUID or coprogramUUID when updating a debt,2018-11-29,11:00:13,2018-11-29,11:31:38,00:31:25
13077,13077,UI08,FinFunnel,DevOps,XXX project redshift connection issue,2018-11-29,11:07:30,2018-11-29,11:51:11,00:43:41
13078,13078,UI45,Finizon,QA,Standup,2018-11-29,11:11:49,2018-11-29,11:31:16,00:19:27
13079,13079,UI45,Finizon,Development,500 in XXX - funded_dt for /scorecard - Hotjar,2018-11-29,11:33:05,2018-11-29,11:53:01,00:19:56
13080,13080,UI35,FinFunnel,Development,Deploy XXX Server,2018-11-29,11:40:09,2018-11-29,13:13:27,01:33:18
13081,13081,UI26,Credious,Development,As an agent I should be able to add add-ons in the admin panel,2018-11-29,11:56:31,2018-11-29,17:03:39,05:07:08
13082,13082,UI20,AgeSolvency,Development,Apply API versioning,2018-11-29,12:30:00,2018-11-29,14:00:00,01:30:00
13083,13083,UI05,TeachZip,Development,XXX metting,2018-11-29,13:00:00,2018-11-29,14:00:00,01:00:00
13084,13084,UI32,AgeSolvency,Development,"Code review - Improve errors and error logging, Write tests",2018-11-29,13:20:00,2018-11-29,17:21:53,04:01:53
13085,13085,UI20,TeachZip,Development,Daily Standup: sprint progress,2018-11-29,14:00:00,2018-11-29,14:50:00,00:50:00
13086,13086,UI05,TeachZip,Development,Confirmation page change,2018-11-29,14:00:00,2018-11-29,17:00:00,03:00:00
13087,13087,UI36,FinFunnel,Development,XXX standup,2018-11-29,14:00:13,2018-11-29,14:49:56,00:49:43
13088,13088,UI29,Credious,QA,Working on front XXX Experience frontend automation for XXX login and find out Prospect,2018-11-29,14:24:44,2018-11-29,15:45:32,01:20:48
13089,13089,UI35,FinFunnel,Development,Deploy XXX Server,2018-11-29,14:58:43,2018-11-29,20:45:08,05:46:25
13090,13090,UI20,AgeSolvency,Development,"Add deleteAt and paranoid to models, rename createdAt and updatedAt",2018-11-29,15:00:00,2018-11-29,19:41:00,04:41:00
13091,13091,UI36,Credious,Development,Reporting,2018-11-29,15:00:27,2018-11-29,18:03:27,03:03:00
13092,13092,UI13,Credious,Development,"Working on getting offers endpoint ready for co-programs, debugging issue with budgets listener and fixing logs on CRM, meeting with XXX to talk about BE changes for CO-program implementation",2018-11-29,15:44:52,2018-11-29,20:21:42,04:36:50
13093,13093,UI29,Credious,QA,QA Sprint Planning,2018-11-29,15:46:08,2018-11-29,16:01:19,00:15:11
13094,13094,UI45,Finizon,Development,XXX Engine Update,2018-11-29,16:27:25,2018-11-29,17:06:56,00:39:31
13095,13095,UI29,Credious,QA,Working on front XXX Experience frontend automation for XXX login and find out Prospect,2018-11-29,16:27:46,2018-11-29,19:52:11,03:24:25
13096,13096,UI32,AgeSolvency,Development,"Building document for redshift ETL calculations, Improve logging",2018-11-29,17:21:00,2018-11-29,18:00:00,00:39:00
13097,13097,UI31,AgeSolvency,DevOps,DevOps standup,2018-11-29,17:45:00,2018-11-29,18:05:00,00:20:00
13098,13098,UI45,Credious,DevOps,Protect CRM and GDS from the world,2018-11-29,18:00:29,2018-11-29,19:04:13,01:03:44
13099,13099,UI06,Credious,DevOps,Dashboard for the pipelines,2018-11-29,19:10:57,2018-11-29,21:04:57,01:54:00
13100,13100,UI36,Credious,Development,Reporting,2018-11-29,19:21:48,2018-11-29,21:53:48,02:32:00
13101,13101,UI20,AgeSolvency,Development,Modify authenticate middleware,2018-11-29,19:40:00,2018-11-29,20:44:00,01:04:00
13102,13102,UI31,AgeSolvency,DevOps,Clone existing apps and place it on the same VPC as funnel service,2018-11-29,20:08:48,2018-11-29,21:21:48,01:13:00
13103,13103,UI29,Credious,QA,Sync up to check the triage issues and co-program KT,2018-11-29,20:10:00,2018-11-29,20:50:00,00:40:00
13104,13104,UI14,Credious,Development,Create offer with co-program debts,2018-11-29,20:25:58,2018-11-30,00:02:13,03:36:15
13105,13105,UI10,TeachZip,Development,(6) [Languages] Add a url suffix to open the Login page in Spanish,2018-11-29,20:30:28,2018-11-29,20:31:21,00:00:53
13106,13106,UI10,TeachZip,Development,(6)[Languages] Retain custXXX's language,2018-11-29,20:31:21,2018-11-29,22:39:08,02:07:47
13107,13107,UI30,TeachZip,Development,Standup,2018-11-29,20:55:57,2018-11-29,21:58:45,01:02:48
13108,13108,UI06,Credious,DevOps,Dashboard issue,2018-11-29,21:20:54,2018-11-29,21:35:54,00:15:00
13109,13109,UI13,Credious,Development,Integrating co-program FE with XXX,2018-11-29,21:56:57,2018-11-29,23:58:57,02:02:00
13110,13110,UI30,TeachZip,Development,Fix and review issues,2018-11-29,21:58:45,2018-11-30,00:40:39,02:41:54
13111,13111,UI36,Credious,Development,Implement routing algXXXthm,2018-11-29,22:33:15,2018-11-29,23:15:15,00:42:00
13112,13112,UI36,WeVape,Development,login issue discussion and testing,2018-11-29,23:54:28,2018-11-30,00:28:22,00:33:54
13113,13113,UI32,AgeSolvency,Development,Improving database structure for info housing,2018-11-30,00:00:00,2018-11-30,02:01:00,02:01:00
13114,13114,UI36,Credious,Development,redis issue with XXX,2018-11-30,00:28:54,2018-11-30,00:45:11,00:16:17
13115,13115,UI16,TeachZip,Development,Switching Academic screen from redux form to formik,2018-11-30,08:00:00,2018-11-30,16:00:00,08:00:00
13116,13116,UI29,Credious,QA,XXX Sanity Testing on Production 11/23/18 Code Freeze | 11/27/18 Release,2018-11-30,08:35:13,2018-11-30,09:40:44,01:05:31
13117,13117,UI27,AgeSolvency,Development,"Weekly XXX Friday Standup, working on ""XXX: Write tests for components,""",2018-11-30,08:52:00,2018-11-30,12:30:00,03:38:00
13118,13118,UI15,TeachZip,Development,"Sprint planning, clean trello boards, github repo changes and stg deployment",2018-11-30,08:56:00,2018-11-30,16:49:03,07:53:03
13119,13119,UI20,AgeSolvency,Development,XXX Weekly Standup: XXX & XXX,2018-11-30,09:20:00,2018-11-30,09:28:00,00:08:00
13120,13120,UI36,WeVape,Development,properties and login issue fixes,2018-11-30,09:43:54,2018-11-30,14:03:33,04:19:39
13121,13121,UI29,Credious,QA,XXX Sanity Testing on Production 11/23/18 Code Freeze | 11/27/18 Release,2018-11-30,10:17:16,2018-11-30,10:54:19,00:37:03
13122,13122,UI13,Credious,Development,"Working on fixing issue with budgets listener on CRM, adding more hardship reasons to be set on the XXX, helping Rich to set some lead users on production, generating document for biz ops explaining current creditors flow with aliases.",2018-11-30,10:26:59,2018-11-30,15:54:11,05:27:12
13123,13123,UI29,Credious,QA,XXX Sanity Testing on Production 11/23/18 Code Freeze | 11/27/18 Release,2018-11-30,11:07:44,2018-11-30,11:41:42,00:33:58
13124,13124,UI35,FinFunnel,Development,Deploy XXX Server,2018-11-30,11:41:15,2018-11-30,12:41:18,01:00:03
13125,13125,UI29,Credious,QA,XXX Sanity Testing on Production 11/23/18 Code Freeze | 11/27/18 Release,2018-11-30,11:47:41,2018-11-30,11:57:50,00:10:09
13126,13126,UI29,Credious,QA,XXX Sanity Testing on Production 11/23/18 Code Freeze | 11/27/18 Release,2018-11-30,12:00:49,2018-11-30,12:09:32,00:08:43
13127,13127,UI32,AgeSolvency,Development,"Code review - backend tests and API versioning, client fetching in frontend",2018-11-30,12:35:00,2018-11-30,15:39:10,03:04:10
13128,13128,UI45,Finizon,Development,Monthly Funded filter for all modes,2018-11-30,12:35:21,2018-11-30,13:32:38,00:57:17
13129,13129,UI29,Credious,QA,XXX backend API testing for co-program,2018-11-30,12:53:36,2018-11-30,14:03:43,01:10:07
13130,13130,UI05,TeachZip,Development,XXX metting,2018-11-30,13:00:00,2018-11-30,14:00:00,01:00:00
13131,13131,UI45,Finizon,Development,SQS listener for adding a new lead to the system,2018-11-30,13:32:46,2018-11-30,14:01:05,00:28:19
13132,13132,UI20,TeachZip,Development,Daily Standup: sprint progress,2018-11-30,14:00:00,2018-11-30,15:00:00,01:00:00
13133,13133,UI35,FinFunnel,Development,Deploy XXX Server,2018-11-30,14:01:17,2018-11-30,20:48:01,06:46:44
13134,13134,UI36,WeVape,Development,properties and login issue fixes,2018-11-30,14:20:29,2018-11-30,18:06:08,03:45:39
13135,13135,UI29,Credious,QA,XXX back end automation for co-program API,2018-11-30,14:36:13,2018-11-30,15:51:07,01:14:54
13136,13136,UI20,AgeSolvency,Development,Create index.js for modules and middlewares and exclude status from v1 versioning,2018-11-30,14:40:00,2018-11-30,16:00:00,01:20:00
13137,13137,UI08,FinFunnel,DevOps,Fix XXX reaching Redis,2018-11-30,14:40:40,2018-11-30,18:32:50,03:52:10
13138,13138,UI45,Finizon,Development,AWS ALB Built-in Authentication,2018-11-30,14:46:54,2018-11-30,15:24:22,00:37:28
13139,13139,UI45,AgeSolvency,DevOps,XXXCodeXXX-client-portal should trigger a web deploy,2018-11-30,15:29:46,2018-11-30,15:43:13,00:13:27
13140,13140,UI32,AgeSolvency,Development,Client portal Friday weekly meeting,2018-11-30,15:39:00,2018-11-30,16:20:06,00:41:06
13141,13141,UI29,Credious,QA,Working on the XXX experience front-end  automation for completing remaining tradelines scenarios,2018-11-30,15:52:13,2018-11-30,18:16:17,02:24:04
13142,13142,UI05,TeachZip,Development,Async CheckStatus,2018-11-30,16:00:00,2018-11-30,19:00:00,03:00:00
13143,13143,UI20,AgeSolvency,Development,Change deleteClient function in test,2018-11-30,16:15:00,2018-11-30,19:00:00,02:45:00
13144,13144,UI45,Finizon,Development,Lambda Redis access,2018-11-30,16:42:57,2018-11-30,17:18:30,00:35:33
13145,13145,UI26,Credious,Development,[Co-programs -> Create][Backend] Type attribute in the body should not be blanked or any random value,2018-11-30,17:09:05,2018-11-30,22:08:44,04:59:39
13146,13146,UI36,WeVape,Development,variants and cart issue fixes,2018-11-30,18:18:29,2018-11-30,19:11:29,00:53:00
13147,13147,UI36,Credious,Development,redis issue discussion and testing,2018-11-30,19:24:50,2018-11-30,21:10:50,01:46:00
13148,13148,UI32,AgeSolvency,Development,Improving and fixing XXX DB schema for production use,2018-11-30,20:18:00,2018-12-01,00:33:32,04:15:32
13149,13149,UI06,Credious,DevOps,Add build tests to CI pipeline - Dani add instruction,2018-11-30,21:00:14,2018-11-30,21:30:14,00:30:00
13150,13150,UI08,Credious,DevOps,XXX plan,2018-11-30,21:00:50,2018-11-30,21:34:10,00:33:20
13151,13151,UI36,Credious,Development,redis issue discussion and testing,2018-11-30,21:43:15,2018-11-30,22:09:15,00:26:00
13152,13152,UI10,TeachZip,Development,[Tracking] utm_content doesn't get to Mixpanel,2018-11-30,21:53:20,2018-11-30,23:33:32,01:40:12
13153,13153,UI36,WeVape,Development,New website issue - very serious,2018-12-01,00:25:15,2018-12-01,01:03:15,00:38:00
13154,13154,UI36,WeVape,Development,store order issue,2018-12-01,08:32:03,2018-12-01,09:50:03,01:18:00
13155,13155,UI32,AgeSolvency,Development,Improving package dependencies throughout the XXX projects,2018-12-01,13:02:00,2018-12-01,15:00:03,01:58:03
13156,13156,UI31,AgeSolvency,DevOps,Redesign VPC and apps architecture,2018-12-01,14:43:09,2018-12-01,18:05:15,03:22:06
13157,13157,UI06,Credious,DevOps,Add build tests to CI pipeline - Codebuild learn,2018-12-01,18:15:00,2018-12-01,19:00:00,00:45:00
13158,13158,UI06,Credious,DevOps,Add build tests to CI pipeline - Codebuild learn,2018-12-01,19:23:35,2018-12-01,21:40:42,02:17:07
13159,13159,UI06,Credious,DevOps,Add build tests to CI pipeline,2018-12-02,08:34:37,2018-12-02,09:27:29,00:52:52
13160,13160,UI06,Credious,DevOps,Add build tests to CI pipeline,2018-12-02,09:27:34,2018-12-02,11:30:34,02:03:00
13161,13161,UI06,Credious,DevOps,Add build tests to CI pipeline,2018-12-02,12:00:45,2018-12-02,14:00:45,02:00:00
13162,13162,UI45,FinFunnel,Development,Deploy XXX,2018-12-02,13:44:47,2018-12-02,14:24:37,00:39:50
13163,13163,UI24,Credious,Design,Working XXX with some graphic improvements of the XXX designs,2018-12-02,14:44:00,2018-12-02,18:22:00,03:38:00
